abandon
abandon
abduct
abolish
abscond
abuse
accelerate
accept
accuse
achieve
acknowledge
acquire
act
adapt
add
address
adjust
administer
admit
advance
advise
aggravate
aim
allocate
allow
analyze
answer
anticipate
apprehend
approach
appropriate
arbitrate
arrange
arrest
ascertain
ask
assault
assemble
assess
attack
attain
audit
avert
avoid
bang
bar
bash
beat
bend
berate
bite
blast
bless
block
blow
bother
break
brighten
broke
brush
buck
budget
build
built
bump
burn
bury
bushwhack
calculate
call
cancel
capture
carry
catch
change
charge
chart
chase
chastise
check
chill
choke
clap
clash
classify
clean
climb
clip
close
clutch
coach
collapse
collar
collect
collide
comfort
command
commandeer
communicate
compile
complete
compose
compute
conduct
confuse
conserve
consolidate
construct
consult
consume
contradict
control
convert
coordinate
copy
correct
counsel
count
cover
cram
crash
crawl
create
creck
creep
cripple
cross
crouch
cut
dampen
dance
dart
dash
daze
dazzle
deal
deceive
decide
deck
deduct
define
delay
delegate
delineate
deliver
deny
derail
descend
describe
design
destroy
detect
determine
devastate
develop
devise
diagnose
dictate
dig
direct
discard
discover
discuss
dismiss
display
dissect
distinguish
distribute
disturb
ditch
dive
divert
do
dodge
dominate
dope
douse
draft
drag
drain
dramatize
drape
draw
dress
drill
drink
drip
drive
drop
drown
drug
dry
duel
dunk
ease
eat
edge
edify
edit
eject
elevate
elope
elude
embarrass
embrace
emerge
empower
enable
enclose
encourage
endure
engage
enjoin
enjoy
enlighten
enlist
ensnare
enter
entertain
equip
erupt
escape
escort
establish
estimate
evacuate
evade
evaluate
evict
examine
excite
excuse
execute
exert
exhale
exit
expand
expedite
expel
experiment
explain
explode
expose
extend
extirpate
extract
extricate
fade
fake
fall
falter
fan
fascinate
fast
fear
feed
feel
fend
fight
file
fill
finance
find
finger
finish
fire
fix
flag
flap
flash
flatten
flaunt
flay
flee
flick
flinch
fling
flip
flit
float
flog
flounder
flout
flush
fly
follow
fondle
force
forget
forgive
formulate
fornicate
found
freeze
frighten
fry
fumble
furnish
gain
gallop
gather
generate
gesture
get
give
gnaw
gossip
gouge
grab
grapple
grasp
grease
greet
grind
grip
gripe
grope
grow
growl
grunt
guide
gyrate
hack
hail
hammer
handle
hang
harass
haul
have
head
help
hesitate
hide
highlight
hijack
hit
hitch
hobble
hoist
hold
honor
hover
hug
hump
hurl
hurry
hurt
hurtle
hypothesize
identify
ignore
illustrate
imitate
implement
impress
improve
improvise
inch
include
increase
indict
induce
indulge
inflict
influence
inform
inject
injure
insert
inspect
inspire
install
instigate
institute
insure
interchange
interest
interpret
interrupt
interview
intimidate
invade
invent
inventory
investigate
involve
irritate
isolate
jab
jam
jar
jeer
jerk
jimmy
jingle
join
jolt
judge
jump
keel
keep
key
kibitz
kick
kidnap
kill
kiss
kneel
knife
knock
lag
lash
launch
lay
lead
lean
leap
learn
leave
lecture
left
let
level
lick
lift
light
lighten
limit
limp
link
list
listen
load
lock
log
lose
love
lower
lunge
lurch
maim
maintain
make
manage
mangle
manipulate
march
mark
marry
massage
maul
measure
meddle
mediate
meet
melt
mentor
mimic
mingle
mix
mobilize
mock
model
molest
monitor
motivate
mourn
move
mumble
munch
murder
muster
mutilate
nab
nag
nail
name
needle
negotiate
nick
nip
notice
number
nurse
observe
obtain
occupy
offend
offer
officiate
open
operate
order
organize
oversee
own
pack
paddle
page
pander
panic
parachute
parade
paralyze
park
parry
party
pass
pat
patrol
pause
paw
pay
peel
peep
penetrate
perceive
perform
permit
persuade
petrify
photograph
pick
picket
pierce
pile
pilot
pin
pinch
pirate
pitch
placate
place
plan
play
please
plod
plow
plunge
pocket
poison
poke
polish
pore
pose
possess
post
pounce
pour
pout
pray
predict
preen
prepare
prescribe
present
preside
press
primp
print
process
prod
produce
program
project
promise
promote
prompt
proofread
propel
protect
provide
provoke
pry
publicize
pull
pummel
pump
punch
punish
purchase
pursue
push
puzzle
question
quit
race
raid
raise
rally
ram
ransack
rape
rattle
ravage
rave
read
realize
reassure
receive
recline
recognize
recommend
reconcile
reconnoiter
record
recoup
recruit
redeem
reduce
reel
reenter
refer
refill
regain
rejoin
relate
relax
relent
remind
remove
render
repair
repel
replace
report
represent
repulse
research
resign
resist
resolve
respond
restore
retaliate
retard
retire
retreat
retrieve
reveal
review
ride
ring
rip
rise
risk
rob
rock
roll
rub
run
rush
sail
salute
sap
satisfy
save
saw
scale
scamper
scan
scare
scatter
scavenge
schedule
scold
scoop
scoot
score
scour
scout
scrape
scrawl
scream
screw
scrub
scruff
scuffle
sculpt
scuttle
seal
search
seat
seduce
see
seize
select
sell
send
sense
serve
set
sever
sew
shake
shame
shanghai
shape
sharpen
shave
shear
shell
shield
shift
shiver
shock
shoot
shorten
shout
shove
shovel
show
shun
shut
sidestep
sigh
signal
sink
sip
sit
size
skid
skim
skip
skirt
slacken
slam
slap
slash
slay
slice
slide
slow
slug
smack
smear
smell
smoke
smuggle
snap
snare
snarl
snatch
snicker
sniff
snitch
snoop
snub
snuff
snuggle
soak
sock
soften
soil
solve
sound
spear
specify
speed
spell
spend
spike
spill
spin
spit
splatter
splice
split
spoon
spot
spray
spread
spring
sprint
spurn
spy
squash
squeak
stab
stack
stagger
stain
stake
stamp
stand
start
startle
stay
steal
steer
step
stick
stiffen
stifle
stir
stomp
stop
store
strangle
strap
strike
strip
stroke
struck
stub
study
stuff
stumble
stun
subdue
submerge
submit
suck
summarize
summon
supervise
supply
support
surprise
surrender
survey
suspend
swagger
swallow
swap
sway
swear
swerve
swim
swing
swipe
switch
synthesize
systematize
tackle
take
tap
tape
target
taste
taunt
teach
tear
tease
telephone
tell
tend
terrify
terrorize
test
thank
thrash
thread
threaten
throw
tickle
tie
tighten
tilt
tip
tire
toast
toss
touch
tout
tow
track
train
transcribe
transfer
transform
translate
trap
tread
treat
trip
trot
trounce
try
tuck
tug
tumble
turn
tutor
tweak
twist
type
underestimate
understand
undertake
undo
undress
unfold
unify
unite
unload
unlock
untangle
untie
unwind
update
upgrade
use
usher
utilize
vacate
vanish
vanquish
vault
vent
videotape
vilify
violate
wade
wake
walk
wander
want
ward
warm
warn
wash
watch
wave
wear
wedge
weed
weigh
whack
whip
whirl
whistle
widen
wield
wiggle
win
wipe
withdraw
work
wrack
wrap
wreck
wrench
wrestle
write
yank
yell
yelp
yield
zap
zip
